% Author: Cyriaque Brousse

@RELATION voice

% ===============================
%            header
% ===============================
@ATTRIBUTE pitchMean     NUMERIC
@ATTRIBUTE pitchMedian 	 NUMERIC
@ATTRIBUTE pitchStdDev 	 NUMERIC
@ATTRIBUTE pitchMax 	 NUMERIC
@ATTRIBUTE pitchRange 	 NUMERIC
@ATTRIBUTE pitchUpSlopeMedian 	 NUMERIC
@ATTRIBUTE pitchUpSlopeMean 	 NUMERIC
@ATTRIBUTE pitchDownSlopeMedian 	 NUMERIC
@ATTRIBUTE pitchDownSlopeMean 	 NUMERIC
@ATTRIBUTE pitchUpFramesRatio 	 NUMERIC
@ATTRIBUTE pitchVoicedFramesRatio 	 NUMERIC
@ATTRIBUTE pitchPeaksNum 	 NUMERIC
@ATTRIBUTE pitchPeaksMean 	 NUMERIC
@ATTRIBUTE pitchPeaksStdDev 	 NUMERIC
@ATTRIBUTE pitchPeaksRange 	 NUMERIC
@ATTRIBUTE pitchPeaksDistMean 	 NUMERIC
@ATTRIBUTE pitchPeaksDistStdDev 	 NUMERIC
@ATTRIBUTE pitchPeaksDistRange 	 NUMERIC
@ATTRIBUTE pitchPeaksDistMin 	 NUMERIC
@ATTRIBUTE energyMean 	 NUMERIC
@ATTRIBUTE energyMedian 	 NUMERIC
@ATTRIBUTE energyStdDev 	 NUMERIC
@ATTRIBUTE energyMax 	 NUMERIC
@ATTRIBUTE energyRange 	 NUMERIC
@ATTRIBUTE energyUpSlopeMedian 	 NUMERIC
@ATTRIBUTE energyDownSlopeMedian 	 NUMERIC
@ATTRIBUTE energyUpFramesRatio 	 NUMERIC
@ATTRIBUTE band250.0_energyMean 	 NUMERIC
@ATTRIBUTE band250.0_energyMedian 	 NUMERIC
@ATTRIBUTE band250.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band250.0_energyMax 	 NUMERIC
@ATTRIBUTE band250.0_energyRange 	 NUMERIC
@ATTRIBUTE band250.0_energyRatio 	 NUMERIC
@ATTRIBUTE band3500.0_energyMean 	 NUMERIC
@ATTRIBUTE band3500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band3500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band3500.0_energyMax 	 NUMERIC
@ATTRIBUTE band3500.0_energyRange 	 NUMERIC
@ATTRIBUTE band3500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band8000.0_energyMean 	 NUMERIC
@ATTRIBUTE band8000.0_energyMedian 	 NUMERIC
@ATTRIBUTE band8000.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band8000.0_energyMax 	 NUMERIC
@ATTRIBUTE band8000.0_energyRange 	 NUMERIC
@ATTRIBUTE band8000.0_energyRatio 	 NUMERIC
@ATTRIBUTE band750.0_energyMean 	 NUMERIC
@ATTRIBUTE band750.0_energyMedian 	 NUMERIC
@ATTRIBUTE band750.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band750.0_energyMax 	 NUMERIC
@ATTRIBUTE band750.0_energyRange 	 NUMERIC
@ATTRIBUTE band750.0_energyRatio 	 NUMERIC
@ATTRIBUTE band1500.0_energyMean 	 NUMERIC
@ATTRIBUTE band1500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band1500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band1500.0_energyMax 	 NUMERIC
@ATTRIBUTE band1500.0_energyRange 	 NUMERIC
@ATTRIBUTE band1500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band6000.0_energyMean 	 NUMERIC
@ATTRIBUTE band6000.0_energyMedian 	 NUMERIC
@ATTRIBUTE band6000.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band6000.0_energyMax 	 NUMERIC
@ATTRIBUTE band6000.0_energyRange 	 NUMERIC
@ATTRIBUTE band6000.0_energyRatio 	 NUMERIC
@ATTRIBUTE band2500.0_energyMean 	 NUMERIC
@ATTRIBUTE band2500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band2500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band2500.0_energyMax 	 NUMERIC
@ATTRIBUTE band2500.0_energyRange 	 NUMERIC
@ATTRIBUTE band2500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band4500.0_energyMean 	 NUMERIC
@ATTRIBUTE band4500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band4500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band4500.0_energyMax 	 NUMERIC
@ATTRIBUTE band4500.0_energyRange 	 NUMERIC
@ATTRIBUTE band4500.0_energyRatio 	 NUMERIC
@ATTRIBUTE filename 	 STRING
@ATTRIBUTE class_coarse 	 {wanting,unfriendly,touched,sure,unsure,excited,kind,happy,angry,thinking,disbelieving,liked,fond,bothered,disgusted,romantic,sorry,sad,afraid,interested,suprised,bored,hurt,sneaky}
@ATTRIBUTE class_binary 	 {positive,negative}

% =================================================================

@DATA
216.41124,191.25052,67.39222,386.7991,226.23508,2.729477,21.971132,-3.8177414,-21.476992,0.24390244,0.5,5,270.7401489257812,101.7030883712689,195.548583984375,0.17414966225624084,0.04446282657836233,0.09287981688976288,0.13931973278522491,5.445628,4.238941,4.8214326,15.41578,15.415517,1.9496081,-1.7349799,0.31707317,7.1508136,5.443182,6.6584816,23.543222,23.543005,1.3131292,0.06966155,0.044132054,0.08713171,0.42224213,0.42224103,0.012792197,0.09533958,0.01502442,0.29261976,1.9789842,1.9789838,0.017507546,1.9096968,0.5139228,2.5662723,8.732151,8.7321005,0.3506844,0.8189615,0.234744,1.0110763,3.7164295,3.7164094,0.1503888,0.12586154,0.024096107,0.34456676,2.286501,2.2865,0.023112401,0.1978096,0.109572604,0.26491764,1.3644509,1.3644472,0.03632448,0.06047345,0.017043175,0.1365775,0.72431535,0.7243148,0.0111049535,0400601P3Tcomplaining,angry,negative
167.22014,162.78342,36.06426,251.87376,153.89323,4.899643,9.346666,-4.725853,-13.651319,0.31730768,0.5192308,3,213.7267812093099,33.58172012476621,63.24855041503906,0.3831292539834976,0.0164190002604192,0.023219972848892212,0.3715192675590515,2.0722778,1.2557375,2.5918522,14.179801,14.179774,0.46514884,-0.4343465,0.3846154,2.3634741,1.0515745,3.5032868,19.48933,19.489317,1.14052,0.054726236,0.0075713526,0.16905281,1.2215933,1.2215931,0.026408736,0.008774185,0.001875899,0.02446254,0.14798911,0.14798905,0.0042340774,0.47759965,0.10107814,0.89480704,6.25258,6.2525773,0.23047087,0.16583052,0.07242054,0.28430006,1.915893,1.9158919,0.08002331,0.024633674,0.004342604,0.07571861,0.45937532,0.4593752,0.011887245,0.07572033,0.01987312,0.16730435,1.0477133,1.047713,0.036539663,0.033898566,0.0030579553,0.11861384,0.7848092,0.78480905,0.016358119,0400601P6Tcomplaining,angry,negative
178.92186,172.61812,70.30203,412.5136,324.4511,3.4462814,30.611616,-5.8243256,-21.566685,0.18421052,0.42105263,3,257.9533513387044,150.5630901846935,300.77941131591797,0.31346938759088516,0.14777088643993938,0.20897959172725677,0.20897959172725677,1.7102876,0.9751776,2.2145107,12.66229,12.662288,0.25472772,-0.2758655,0.34210527,2.1827564,1.2834274,3.1097136,18.08917,18.089169,1.2762511,0.16263393,0.019424893,0.38166264,2.5966592,2.5966592,0.09509157,0.019991165,0.004310587,0.037135076,0.17218788,0.17218767,0.011688774,0.62717944,0.23690096,0.8807437,4.3762355,4.3762355,0.36670995,0.33621946,0.122014396,0.4968644,2.2987087,2.2987084,0.1965865,0.053858887,0.010305811,0.11044973,0.49408546,0.49408528,0.03149113,0.17213833,0.04878368,0.326724,2.122639,2.1226387,0.10064877,0.05956689,0.008458035,0.119354755,0.6035334,0.6035333,0.03482858,0400601R5Tcomplaining,angry,negative
204.51668,192.5358,52.513268,387.43195,300.28738,4.8722076,32.81858,-5.203415,-19.148615,0.15294118,0.47058824,5,257.21531677246094,80.48005161883975,215.57962036132812,0.22639455646276474,0.06933661070147616,0.16253967583179474,0.13931973278522491,1.7486562,0.8734631,2.165039,10.929006,10.929005,0.51322997,-0.58869493,0.44705883,2.0846088,0.9095957,2.7048504,12.8897915,12.889791,1.1921204,0.039241023,0.0070061386,0.07380275,0.39086297,0.39086282,0.022440674,0.108567476,0.0025880507,0.36549369,1.9089131,1.908913,0.062086236,0.4253981,0.07070611,0.7157552,3.5432768,3.5432768,0.24327144,0.32999408,0.036619328,0.7690805,4.936821,4.936821,0.18871297,0.26642478,0.0051393956,0.9276188,5.3320875,5.3320875,0.15235972,0.10816854,0.0249099,0.2908872,2.2649152,2.264915,0.0618581,0.054259304,0.0033988934,0.14903702,0.80609155,0.8060914,0.031029144,0400601U1Tcomplaining,angry,negative
188.68567,202.40796,40.244675,248.9585,162.48792,4.282936,12.340449,-5.8746643,-20.605408,0.24742268,0.46391752,3,206.95617167154947,47.05573003385264,92.85470581054688,0.3366893380880356,0.14777087590322727,0.20897957682609558,0.2321995496749878,3.7791507,0.52443796,5.981078,21.22458,21.224579,0.5080207,-0.20233424,0.40206185,4.878491,0.65677583,7.8352923,27.403996,27.403994,1.290896,0.021423649,0.0042720484,0.034482114,0.1461507,0.1461506,0.0056689056,0.008913791,0.001239944,0.016812157,0.111861005,0.11186087,0.0023586757,2.5188603,0.10525569,4.8503747,17.241034,17.241034,0.66651493,0.48775104,0.03958326,0.939202,3.655727,3.655727,0.12906367,0.017681785,0.002294398,0.033791497,0.22308576,0.22308564,0.0046787723,0.06460638,0.012876526,0.11453731,0.44694024,0.44694015,0.017095476,0.013507603,0.0016584875,0.03323012,0.2656346,0.26563454,0.0035742428,0400601U2Tcomplaining,angry,negative
197.64928,191.38559,57.23065,401.90973,310.1356,4.2787933,26.222788,-6.4196625,-37.39394,0.3783784,0.6621622,5,293.0426300048828,89.46920938059858,226.79661560058594,0.20317459851503372,0.11434501358747591,0.2554194927215576,0.1160997748374939,2.8718424,2.1829193,2.789699,12.671122,12.67087,1.2256,-0.8432468,0.3918919,3.3841765,2.5471551,3.8611724,19.507711,19.507559,1.1783991,0.048383396,0.004645996,0.10718188,0.48826158,0.48826122,0.016847512,0.02466526,0.002328108,0.11133849,0.8583931,0.85839283,0.008588654,0.6414184,0.198897,1.0217752,4.729097,4.7290893,0.22334735,0.2633462,0.052933626,0.37449592,1.5250291,1.5250267,0.09169939,0.04923164,0.0048022126,0.21780811,1.6883351,1.6883346,0.017142877,0.14822178,0.020502593,0.3030095,1.4850144,1.4850138,0.051612087,0.031235812,0.002730433,0.119843334,0.9022165,0.90221614,0.010876576,0400601Z6Tcomplaining,angry,negative
207.18962,170.77397,110.96278,521.7526,414.25992,53.817513,112.29173,-2.9401703,-10.975564,0.06849315,0.39726028,3,333.90631612141925,180.70447548374872,360.44239807128906,0.2670294865965843,0.18060886588735353,0.2554195076227188,0.13931973278522491,1.9695636,0.57197046,2.700071,11.046389,11.046373,0.2586068,-0.29429555,0.32876712,2.636831,0.6832083,3.9064023,16.93115,16.93114,1.3387895,0.03462621,0.0012542381,0.067181915,0.26319325,0.26319316,0.01758065,0.0063997223,4.3800552E-4,0.011534726,0.050817404,0.050817315,0.0032493097,0.5996672,0.08476856,0.87535906,3.7222023,3.7222006,0.30446702,0.32389405,0.02677084,0.58762145,2.9859297,2.9859288,0.16444965,0.013657444,8.985184E-4,0.024951397,0.110056534,0.110056415,0.006934249,0.1415951,0.0046739713,0.31702912,1.5957144,1.5957142,0.071891606,0.010555526,5.0948706E-4,0.019842736,0.08146667,0.08146661,0.0053593223,0400706P3Tgrumpy,angry,negative
207.85413,223.30707,42.616177,244.96605,148.27692,85.13166,85.13166,-3.667038,-18.534615,0.015384615,0.15384616,1,244.96604919433594,0.0,0.0,NaN,NaN,NaN,NaN,2.9743617,0.36689806,4.662342,14.330025,14.329958,0.20366246,-0.32096392,0.32307693,3.2781694,0.48276597,5.0883584,15.784395,15.784324,1.1021422,0.22314659,0.050591372,0.3435712,1.3836156,1.3836145,0.07502335,0.16523683,0.007817412,0.43182033,2.1298363,2.1298358,0.055553712,0.9330704,0.09210728,1.4963155,5.0351496,5.0351195,0.31370443,1.181314,0.06411333,1.9947037,5.853723,5.8537087,0.39716557,0.22861992,0.020026695,0.40989897,1.8055714,1.8055701,0.07686353,0.4492938,0.07101163,0.6489176,1.7924756,1.7924728,0.15105553,0.21908554,0.02877907,0.34038723,1.2591356,1.2591345,0.073658004,0400706P5Tgrumpy,angry,negative
204.74684,195.19313,35.799725,259.14407,163.69815,3.6964417,11.311711,-4.0920486,-5.3690395,0.35714287,0.8095238,2,226.6255645751953,45.98811633027437,65.03701782226562,0.27863946557044983,0.0,0.0,0.27863946557044983,3.879538,2.6509933,4.071037,18.726791,18.47725,0.904696,-0.58592975,0.4047619,4.2683067,2.5124373,5.227838,25.550898,25.395613,1.1002101,0.01061998,0.004603875,0.011514138,0.03760766,0.037404176,0.002737434,0.0022054974,0.0013109893,0.0023528521,0.010489523,0.010419062,5.6849484E-4,0.40525937,0.21250288,0.67187196,3.502187,3.4801316,0.10446073,0.08679202,0.052747417,0.12671666,0.6328148,0.6285522,0.022371741,0.0046271104,0.0025624703,0.0050013685,0.021686248,0.021541672,0.0011926963,0.02201424,0.01064234,0.024959749,0.096807115,0.09616308,0.005674449,0.004742609,0.00206458,0.0056475736,0.023299426,0.023209749,0.0012224674,0400706R2Tgrumpy,angry,negative
199.17139,190.99367,32.156555,371.54132,194.29706,3.3947906,17.157175,-3.9451904,-10.57708,0.24590164,0.704918,2,314.64051818847656,80.46988676423572,113.80160522460938,0.06965986639261246,0.0,0.0,0.06965986639261246,2.8427315,2.0022664,2.905845,16.654728,16.6332,0.81040275,-0.95012033,0.40983605,3.5474663,2.6151125,3.5366733,17.49976,17.474407,1.2479076,0.058298577,0.006096262,0.14260319,0.9628627,0.9628046,0.020507943,0.013813988,0.0023135594,0.04690344,0.3494264,0.34940374,0.0048594065,0.89738804,0.44659466,1.148462,4.370688,4.3689604,0.3156781,0.5065253,0.13655135,1.5702589,11.65202,11.650754,0.1781826,0.025755886,0.0044317436,0.07616577,0.5565818,0.55653787,0.00906026,0.21621837,0.021416975,0.6326054,4.582731,4.5825334,0.07606007,0.018130392,0.00284308,0.049914412,0.3578961,0.35787162,0.006377807,0400706R6Tgrumpy,angry,negative
200.07518,196.11594,56.17207,363.24606,234.30452,7.7556458,25.1999,-6.0903015,-24.774544,0.23287672,0.49315068,3,270.1084238688151,92.49199070526151,184.9701690673828,0.3599092960357666,0.08209493808182323,0.1160997748374939,0.30185940861701965,4.1565833,2.3301086,4.6531396,20.88526,20.882359,1.5252744,-1.5091484,0.5068493,4.6327047,2.596623,5.123881,18.736675,18.733738,1.1145463,0.10707839,0.01795459,0.17269334,0.6728383,0.6728339,0.025761155,0.035323367,0.0053487536,0.07292787,0.37475356,0.37475237,0.008498173,1.1530671,0.21893321,2.362127,11.020661,11.020505,0.27740744,0.5466676,0.22557545,0.86804014,5.294838,5.2947955,0.1315185,0.11512942,0.011615647,0.26446804,1.3790115,1.3790087,0.02769809,0.20530017,0.06362145,0.30997655,1.3100469,1.3100377,0.049391568,0.11838329,0.007090781,0.3042209,2.0143201,2.0143163,0.028480913,0400706U1Tgrumpy,angry,negative
208.55702,177.64682,60.105976,334.12854,172.7549,1.0285339,4.301175,-3.1058197,-7.783295,0.12195122,0.70731705,3,272.46046447753906,94.44978443932885,170.4029998779297,0.31346939876675606,0.34479874731935606,0.4876190647482872,0.06965986639261246,3.954606,2.2203763,4.0838923,15.256748,15.1689825,0.28695104,-1.527545,0.4390244,5.057165,2.808934,5.3462315,21.464622,21.34025,1.2788038,0.034047812,0.011065204,0.04277985,0.13510388,0.13459283,0.00860966,0.010970741,0.003895544,0.014871568,0.06487305,0.06470424,0.0027741678,2.1810136,0.9558513,2.816389,12.523641,12.4962435,0.55151224,0.84156203,0.32405218,1.0345635,3.9665644,3.9559796,0.21280552,0.021105513,0.007443399,0.026093794,0.08432724,0.08395627,0.0053369445,0.13610433,0.04438126,0.16910784,0.504024,0.50216526,0.03441666,0.015353577,0.004214535,0.022774741,0.097970575,0.09776065,0.0038824542,0400706Z6Tgrumpy,angry,negative
208.29315,116.16483,143.89758,462.5823,362.11362,14.276428,69.697525,-6.6542435,-71.3867,0.10606061,0.25757575,4,330.66440773010254,158.12098787571358,346.41747283935547,0.12383975833654404,0.058435601350957454,0.1160997673869133,0.06965986639261246,2.0086677,0.47102922,4.494194,27.103842,27.09305,0.118954286,-0.4887407,0.34848484,2.8410826,0.56270075,6.8534217,42.274715,42.26298,1.4144114,0.024206568,0.005017834,0.06629551,0.42981642,0.42976636,0.012051056,0.020804865,0.0048553296,0.0921786,0.6436083,0.64359164,0.010357545,0.46399584,0.043923244,1.1369781,6.657446,6.6565876,0.23099682,0.2548725,0.023425903,0.7176939,4.72182,4.7210903,0.12688634,0.02632665,0.0063081034,0.09978155,0.69457316,0.6945451,0.013106524,0.07797356,0.009062974,0.1969013,1.1614939,1.1612812,0.038818546,0.014388601,0.0031799702,0.054341592,0.3780305,0.3780117,0.007163256,0400901P5Tdispleased,angry,negative
193.22552,203.83034,28.747385,217.37001,115.32142,3.3670654,15.15691,-1.6662292,-18.553774,0.16666667,0.28333333,2,211.10497283935547,8.860101053066076,12.530075073242188,0.13931973278522491,0.0,0.0,0.13931973278522491,5.3877354,3.136074,6.126836,19.848742,19.839687,2.961064,-1.2396777,0.23333333,4.4590797,2.3888574,5.1725864,19.123661,19.115353,0.8276352,0.010749105,0.0042359354,0.023215497,0.12406046,0.124026515,0.0019951065,0.0019664017,0.0011934938,0.0025193128,0.010181124,0.010173638,3.649774E-4,0.42684105,0.17521366,0.7189529,2.873489,2.8726337,0.07922458,0.11185004,0.054477412,0.16279288,0.6446845,0.64439523,0.02076012,0.004531706,0.0027551297,0.00635739,0.02943545,0.02941637,8.411152E-4,0.018212942,0.009280788,0.022299018,0.080609515,0.08052909,0.0033804448,0.004725307,0.0017293062,0.010321343,0.055062626,0.055040676,8.770489E-4,0400901R6Tdispleased,angry,negative
196.51219,181.66707,55.040394,317.11923,225.16434,5.9795685,29.732283,-8.488068,-21.241367,0.25373134,0.6119403,4,237.57344436645508,71.79375676636703,147.44125366210938,0.20897958924372992,0.15226342064645737,0.30185940116643906,0.06965986639261246,2.6747942,2.3381605,2.1224296,10.05601,10.051528,0.617682,-1.0027847,0.43283582,2.8108876,1.7689443,2.6617212,12.883811,12.879086,1.05088,0.20367992,0.02154686,0.46331814,2.9794893,2.979475,0.076147884,0.106967434,0.005441648,0.22781976,0.8711336,0.8711287,0.039990902,0.52726024,0.10647455,0.91190153,4.100512,4.0995927,0.1971218,0.37651113,0.16805477,0.5648558,2.4810367,2.4807754,0.14076266,0.37025318,0.012302561,0.8106845,3.2338383,3.2338285,0.13842306,0.15390615,0.07794131,0.19173434,0.94679105,0.9467441,0.057539437,0.34140676,0.008163407,0.7687497,3.2646933,3.264687,0.12763852,0400901U1Tdispleased,angry,negative
199.14609,199.30194,41.861134,386.515,239.11592,8.825455,21.552961,-8.886665,-22.385195,0.30526316,0.6315789,7,257.5604248046875,71.93846238261362,218.5697021484375,0.18188964451352754,0.07965042302829402,0.2321995422244072,0.06965986639261246,3.8719923,1.7463892,4.877874,21.191736,21.19173,0.8068006,-0.9932694,0.43157893,4.540023,1.8078161,5.857767,26.767216,26.76721,1.1725289,0.022540325,0.005492759,0.04425218,0.2745526,0.27455187,0.0058213766,0.006599786,0.0018701977,0.012172489,0.061629564,0.061629046,0.0017044937,1.5271196,0.21711001,3.1214767,15.924364,15.924363,0.39440152,0.5614509,0.055627137,1.2767644,6.1512046,6.151203,0.1450031,0.014328295,0.00408705,0.026382979,0.13577491,0.1357737,0.0037004969,0.08555855,0.013393372,0.19298938,1.2878913,1.2878901,0.022096775,0.009723609,0.002727808,0.017507184,0.09426995,0.09426934,0.0025112678,0400901U2Tdispleased,angry,negative
221.93153,230.7065,49.55904,289.48685,174.09251,12.457718,11.618782,-4.0059586,-13.323692,0.23684211,0.56578946,5,261.00840759277344,35.81536784543118,82.89320373535156,0.15092970430850983,0.04446282657836233,0.09287981688976288,0.09287981688976288,5.6901298,4.0584674,5.6388407,23.709385,23.689846,2.268763,-0.82271725,0.34210527,6.939942,4.863264,7.021605,26.671207,26.651863,1.2196456,0.023779517,0.014045211,0.026676066,0.09896856,0.098667,0.004179082,0.0076607657,0.004328368,0.008847239,0.033882495,0.033771485,0.0013463253,1.7385176,0.524546,2.5207446,9.381789,9.380682,0.30553216,0.57995915,0.18380916,0.8507764,3.3018713,3.2989078,0.10192371,0.017167848,0.009252741,0.021009754,0.10854097,0.10830644,0.0030171275,0.08037971,0.041278817,0.09925461,0.38858306,0.38756877,0.014126165,0.010931797,0.0062205372,0.01369257,0.0807646,0.080626406,0.001921186,0400901U6Tdispleased,angry,negative
199.29167,212.33258,36.234753,236.75537,138.52014,3.8093796,12.365063,-2.3602295,-26.499258,0.16,0.3,2,227.2706527709961,13.413417287327169,18.969436645507812,0.1160997748374939,0.0,0.0,0.1160997748374939,0.43754217,0.11894435,0.71640974,3.128357,3.1283054,0.048728943,-0.029090665,0.34,0.600169,0.11901803,1.0082368,4.4189334,4.4188814,1.3716826,0.011898993,0.005082051,0.016215412,0.065445855,0.0654457,0.027195076,0.005802811,0.001727755,0.009496353,0.03424371,0.034243595,0.01326229,0.18526025,0.0218578,0.35776755,1.5585899,1.5585784,0.4234112,0.04131485,0.0069693835,0.07493807,0.27383524,0.2738328,0.094424844,0.012663281,0.004068054,0.019757602,0.065147504,0.06514735,0.028941851,0.020175174,0.007138245,0.039071143,0.1526695,0.15266907,0.04611024,0.012407877,0.0045187273,0.016599216,0.05991767,0.059917584,0.028358128,0400901Z5Tdispleased,angry,negative
221.48508,208.66432,57.0656,441.83774,291.39398,6.343849,30.488413,-6.2466736,-24.46307,0.25,0.5535714,2,369.1625213623047,102.7782770699121,145.35043334960938,0.3947392404079437,0.0,0.0,0.3947392404079437,10.712327,7.398747,11.9131155,54.839,54.83861,3.219921,-2.0614727,0.4107143,13.28072,5.798402,16.10622,64.00504,64.004944,1.2397605,0.15326653,0.07107252,0.5352344,3.6699421,3.669942,0.014307492,0.09637067,0.017623296,0.52006197,3.5445213,3.5445213,0.00899624,5.2033277,0.76280093,8.121783,35.425766,35.425762,0.4857327,1.5745198,1.1344783,2.0110035,10.310963,10.310962,0.14698204,0.1560652,0.03893877,0.7407715,5.061198,5.061198,0.014568748,0.33764893,0.18417896,0.6509278,4.2302003,4.2302,0.031519663,0.11489833,0.027739912,0.4639247,3.1633031,3.1633031,0.010725806,0401203P4Tfurious,angry,negative
196.58601,194.10196,19.300222,235.28273,82.72798,8.432983,9.6197405,-5.677704,-7.9624376,0.30508474,0.59322035,2,230.00120544433594,7.469203801638785,10.56304931640625,0.650158703327179,0.0,0.0,0.650158703327179,16.503439,15.805703,13.134193,55.093544,55.093502,7.0903206,-4.166624,0.3220339,15.56861,11.704765,15.073579,53.695328,53.695297,0.9433555,0.057179753,0.023383047,0.19138302,1.3149383,1.3149382,0.0034647174,0.03765751,0.0053244913,0.20561963,1.4008137,1.4008137,0.0022817978,2.9124696,0.6856146,5.157641,20.661648,20.661646,0.17647652,0.61946404,0.39197636,0.85465586,4.5319443,4.531944,0.03753545,0.054050244,0.011179905,0.26135662,1.7843946,1.7843946,0.00327509,0.1267759,0.06980764,0.26902708,1.8100663,1.8100662,0.007681787,0.034774695,0.00783409,0.16688232,1.1400337,1.1400337,0.002107118,0401203P6Tfurious,angry,negative
200.61348,203.3141,58.08922,322.0687,228.65976,7.22287,16.030132,-8.199005,-19.932196,0.14457831,0.3493976,4,232.81986618041992,63.50502891806123,150.30433654785156,0.1857596387465795,0.0837207427954042,0.16253969073295593,0.1160997748374939,1.9529269,0.84614027,3.2712247,16.896814,16.896807,0.41987097,-0.19539428,0.24096386,2.38353,1.1054871,4.0060005,21.189693,21.18969,1.2204912,0.34066004,0.004837719,0.7031937,3.2093747,3.2093747,0.17443563,0.03632552,0.0019644953,0.078066505,0.44940537,0.44940525,0.018600553,0.59053725,0.14443853,1.7175022,10.896999,10.896999,0.30238575,0.32960567,0.04577907,0.8034424,3.8638942,3.863894,0.16877522,0.09205177,0.002756996,0.186152,0.86094487,0.8609447,0.047135286,0.34619156,0.008915201,0.73512924,3.605575,3.605575,0.17726806,0.14005283,0.002556066,0.29893753,1.3943356,1.3943355,0.07171432,0401203R5Tfurious,angry,negative
219.63446,199.38336,84.9274,618.419,498.44592,8.765091,40.0771,-12.481812,-54.15207,0.33673468,0.6020408,8,342.3768062591553,170.162771894767,431.84088134765625,0.15922254217522486,0.10070481615385334,0.255419485270977,0.06965986639261246,4.6122084,2.260888,4.7306457,16.541178,16.54103,1.0886593,-1.3814331,0.5,4.8577943,2.1228266,6.024342,24.357061,24.357,1.053247,0.064071834,0.010802425,0.13588443,0.78084487,0.7808446,0.013891791,0.025896635,0.0025927573,0.06417984,0.31286135,0.31286123,0.005614802,0.8792415,0.16631871,1.8163409,11.266294,11.26629,0.19063352,0.21928374,0.08167072,0.36276853,2.154141,2.1541388,0.047544196,0.09265965,0.007158242,0.24934103,1.2417676,1.2417673,0.020090085,0.06906361,0.03601163,0.12821555,1.1353152,1.1353147,0.0149740875,0.09228709,0.0053936047,0.24497905,1.3127248,1.3127247,0.020009307,0401203U2Tfurious,angry,negative
205.52885,244.16438,70.50114,302.65228,193.79108,36.659927,46.188786,-9.550415,-22.232637,0.09615385,0.25,2,283.3245086669922,27.333600188954414,38.655548095703125,0.2554194927215576,0.0,0.0,0.2554194927215576,2.4628987,1.6193826,2.4548185,9.594923,9.558582,0.8223683,-0.7950641,0.3846154,2.6591063,1.6102582,2.8230302,11.519089,11.499376,1.0796653,0.09906707,0.025125977,0.12956063,0.5193147,0.51930416,0.04022377,0.1699175,0.046865888,0.37763774,1.8733616,1.8733555,0.06899086,0.5541298,0.1226282,1.2061341,6.610234,6.609285,0.22499089,0.31973103,0.13695692,0.43248025,1.7898368,1.7896224,0.12981899,0.25368202,0.0561789,0.5261031,2.6907172,2.6907074,0.1030014,0.29698116,0.082427055,0.53657395,2.7317157,2.731681,0.12058196,0.07523396,0.022554912,0.117801905,0.5470954,0.54708946,0.030546915,0401203U5Tfurious,angry,negative
202.46568,215.53613,32.3109,233.06926,139.09233,4.1314087,19.49636,-4.425972,-25.225643,0.1625,0.325,5,219.67993774414063,16.946987359453523,41.32624816894531,0.13351473584771156,0.03482992864317372,0.06965985894203186,0.09287981688976288,4.6663427,1.3979962,6.7875595,30.020582,30.020578,0.88273597,-0.6283529,0.3625,5.134241,1.6357893,7.428851,32.91085,32.910847,1.1002709,0.40573093,0.05575082,0.6982019,2.763262,2.7632618,0.08694838,0.15845308,0.049532466,0.3035758,1.5045447,1.5045445,0.033956587,1.0719858,0.07702042,2.0336015,9.413382,9.413381,0.2297272,2.1994798,0.11314404,4.2020907,20.045538,20.045538,0.47134984,0.1691789,0.0891702,0.20986155,0.80376446,0.8037642,0.03625514,1.223053,0.083391845,2.0412536,10.478967,10.478967,0.26210096,0.11524039,0.04974243,0.15797003,0.59465367,0.59465355,0.024696084,0401203Z5Tfurious,angry,negative
