% Author: Cyriaque Brousse

@RELATION voice

% ===============================
%            header
% ===============================
@ATTRIBUTE pitchMean     NUMERIC
@ATTRIBUTE pitchMedian 	 NUMERIC
@ATTRIBUTE pitchStdDev 	 NUMERIC
@ATTRIBUTE pitchMax 	 NUMERIC
@ATTRIBUTE pitchRange 	 NUMERIC
@ATTRIBUTE pitchUpSlopeMedian 	 NUMERIC
@ATTRIBUTE pitchDownSlopeMedian 	 NUMERIC
@ATTRIBUTE pitchUpFramesRatio 	 NUMERIC
@ATTRIBUTE pitchVoicedFramesRatio 	 NUMERIC
@ATTRIBUTE pitchPeaksNum 	 NUMERIC
@ATTRIBUTE pitchPeaksMean 	 NUMERIC
@ATTRIBUTE pitchPeaksStdDev 	 NUMERIC
@ATTRIBUTE pitchPeaksRange 	 NUMERIC
@ATTRIBUTE pitchPeaksDistMean 	 NUMERIC
@ATTRIBUTE pitchPeaksDistStdDev 	 NUMERIC
@ATTRIBUTE pitchPeaksDistRange 	 NUMERIC
@ATTRIBUTE pitchPeaksDistMin 	 NUMERIC
@ATTRIBUTE energyMean 	 NUMERIC
@ATTRIBUTE energyMedian 	 NUMERIC
@ATTRIBUTE energyStdDev 	 NUMERIC
@ATTRIBUTE energyMax 	 NUMERIC
@ATTRIBUTE energyRange 	 NUMERIC
@ATTRIBUTE energyUpSlopeMedian 	 NUMERIC
@ATTRIBUTE energyDownSlopeMedian 	 NUMERIC
@ATTRIBUTE energyUpFramesRatio 	 NUMERIC
@ATTRIBUTE band250.0_energyMean 	 NUMERIC
@ATTRIBUTE band250.0_energyMedian 	 NUMERIC
@ATTRIBUTE band250.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band250.0_energyMax 	 NUMERIC
@ATTRIBUTE band250.0_energyRange 	 NUMERIC
@ATTRIBUTE band250.0_energyRatio 	 NUMERIC
@ATTRIBUTE band3500.0_energyMean 	 NUMERIC
@ATTRIBUTE band3500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band3500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band3500.0_energyMax 	 NUMERIC
@ATTRIBUTE band3500.0_energyRange 	 NUMERIC
@ATTRIBUTE band3500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band8000.0_energyMean 	 NUMERIC
@ATTRIBUTE band8000.0_energyMedian 	 NUMERIC
@ATTRIBUTE band8000.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band8000.0_energyMax 	 NUMERIC
@ATTRIBUTE band8000.0_energyRange 	 NUMERIC
@ATTRIBUTE band8000.0_energyRatio 	 NUMERIC
@ATTRIBUTE band750.0_energyMean 	 NUMERIC
@ATTRIBUTE band750.0_energyMedian 	 NUMERIC
@ATTRIBUTE band750.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band750.0_energyMax 	 NUMERIC
@ATTRIBUTE band750.0_energyRange 	 NUMERIC
@ATTRIBUTE band750.0_energyRatio 	 NUMERIC
@ATTRIBUTE band1500.0_energyMean 	 NUMERIC
@ATTRIBUTE band1500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band1500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band1500.0_energyMax 	 NUMERIC
@ATTRIBUTE band1500.0_energyRange 	 NUMERIC
@ATTRIBUTE band1500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band6000.0_energyMean 	 NUMERIC
@ATTRIBUTE band6000.0_energyMedian 	 NUMERIC
@ATTRIBUTE band6000.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band6000.0_energyMax 	 NUMERIC
@ATTRIBUTE band6000.0_energyRange 	 NUMERIC
@ATTRIBUTE band6000.0_energyRatio 	 NUMERIC
@ATTRIBUTE band2500.0_energyMean 	 NUMERIC
@ATTRIBUTE band2500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band2500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band2500.0_energyMax 	 NUMERIC
@ATTRIBUTE band2500.0_energyRange 	 NUMERIC
@ATTRIBUTE band2500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band4500.0_energyMean 	 NUMERIC
@ATTRIBUTE band4500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band4500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band4500.0_energyMax 	 NUMERIC
@ATTRIBUTE band4500.0_energyRange 	 NUMERIC
@ATTRIBUTE band4500.0_energyRatio 	 NUMERIC
@ATTRIBUTE filename 	 STRING
@ATTRIBUTE class 	 {wanting,unfriendly,touched,sure,unsure,excited,kind,happy,angry,thinking,disbelieving,liked,fond,bothered,disgusted,romantic,sorry,sad,afraid,interested,suprised,bored,hurt,sneaky}

% =================================================================

@DATA
162.11009,98.79797,83.465004,408.01404,309.21606,0.3443756,-239.32834,0.11320755,0.3962264,3,254.39022318522134,154.29845013721553,308.5881652832031,0.2321995496749878,0.16418987616364647,0.2321995496749878,0.1160997748374939,1.2953452,0.040374402,2.3418772,11.706891,11.666516,0.022648185,-7.4378576,0.28301886,1.5663067,0.037425563,2.9346313,15.011068,14.973642,1.209181,0.058873814,7.48561E-5,0.15077084,0.73321944,0.7331446,0.04545029,0.092599526,3.0851163E-5,0.23269548,0.8825878,0.8825569,0.07148637,0.327387,0.0033866302,0.8438819,4.34316,4.3397737,0.25274113,0.31198645,0.0011704904,0.9876019,5.7282495,5.727079,0.24085197,0.1627666,5.7745667E-5,0.41674486,1.910053,1.9099953,0.12565501,0.10723174,2.4030813E-4,0.3301739,1.6142567,1.6140164,0.08278237,0.041557968,3.395351E-5,0.08150282,0.35548258,0.35544863,0.032082543,0301201P5Tcheered,happy
339.2815,246.69284,94.236885,539.5449,292.85208,0.047332764,-269.3394,0.25641027,0.46153846,4,451.929443359375,91.04212199433427,183.96490478515625,0.13157974431912103,0.07093813190516271,0.13931972533464432,0.06965986639261246,1.3219007,0.0015742325,1.9050708,6.9204993,6.9189253,0.005004569,-2.485623,0.35897437,1.7296202,0.0016491704,2.5089421,8.84768,8.846031,1.3084342,0.021727521,6.442469E-5,0.041802227,0.20576137,0.20569696,0.016436575,0.003506049,1.6066864E-5,0.0051269666,0.01848181,0.018465742,0.0026522786,0.76376027,3.6174347E-4,1.403666,6.2495675,6.2492056,0.5777743,0.2238722,1.3585849E-4,0.38308463,1.3923213,1.3921854,0.16935629,0.007877492,3.4473687E-5,0.011426973,0.04289676,0.042862285,0.0059592165,0.047932256,1.1691084E-4,0.06966752,0.22349519,0.22337827,0.036260102,0.0068118456,2.4369308E-5,0.010877423,0.046907865,0.046883494,0.005153069,0301201R1Tcheered,happy
109.25966,86.47059,21.716717,132.66147,46.19088,NaN,-27.584373,0.0,0.104166664,1,132.66146850585938,0.0,0.0,NaN,NaN,NaN,NaN,2.5765378,0.025639625,4.1654925,11.91809,11.89245,0.0013731942,-10.936534,0.22916667,3.5059566,0.025822762,5.7689466,17.697739,17.671915,1.3607239,0.1445443,1.1780705E-4,0.43893147,1.9787141,1.9785963,0.056100205,0.016688872,9.804111E-5,0.03903842,0.1654135,0.16531546,0.006477247,0.40856785,7.62719E-4,0.725155,2.108084,2.1073213,0.15857242,0.3634488,5.1184394E-4,0.81771356,3.362284,3.361772,0.14106092,0.033903543,2.0689295E-4,0.08912841,0.391649,0.39144212,0.013158565,0.28592318,1.2327614E-4,0.72516537,3.0257046,3.0255814,0.11097185,0.032082345,1.2979102E-4,0.09295387,0.4193936,0.4192638,0.012451727,0301201R5Tcheered,happy
280.77188,191.91483,83.82107,466.4822,274.56738,0.44488525,-239.4292,0.25333333,0.61333334,5,368.5261260986328,109.82338163170935,233.2703399658203,0.13931972905993462,0.03791802646384257,0.09287981688976288,0.09287981688976288,3.671833,1.814323E-6,4.795525,24.841106,24.841105,1.1019597E-7,-9.43766,0.44,4.797783,1.761604E-6,6.231265,31.267126,31.267124,1.3066452,0.04692584,1.9063954E-7,0.06917486,0.3068229,0.30682272,0.012779949,0.013403277,2.197715E-7,0.021257851,0.08907494,0.08907472,0.0036502958,1.1974899,8.752609E-8,1.8072019,8.85396,8.85396,0.32612863,1.0002344,1.6574585E-7,2.2053814,12.397018,12.397018,0.27240735,0.026890071,2.9692382E-7,0.043845683,0.20480752,0.20480722,0.0073233373,0.16081268,1.4161705E-7,0.27957407,1.3671584,1.3671583,0.043796293,0.018685177,1.7895923E-7,0.030635042,0.16833834,0.16833816,0.005088787,0301201U2Tcheered,happy
228.17061,125.827705,63.903393,297.69904,171.87134,0.48136902,-162.74036,0.21428572,0.30952382,2,293.133544921875,6.456578898869012,9.1309814453125,0.2321995496749878,0.0,0.0,0.2321995496749878,2.5652354,0.0259059,3.775339,19.32931,19.303404,0.09551497,-16.53104,0.35714287,3.4107673,0.024245737,5.272385,27.037413,27.013166,1.3296118,0.04298741,7.255188E-5,0.05273561,0.19107573,0.19100317,0.016757686,0.06453394,2.753735E-5,0.2254482,1.3106542,1.3106266,0.025157122,1.0100883,0.0011768,1.99184,9.28193,9.280753,0.39376047,0.39896965,0.0016397288,0.64324045,2.7724926,2.7708528,0.15552945,0.10501025,5.464453E-5,0.30985078,1.7764263,1.7763717,0.04093591,0.11648346,2.4789563E-4,0.20589463,1.067277,1.0670291,0.045408487,0.04308368,3.0172167E-5,0.07842873,0.38772127,0.3876911,0.016795214,0301201U5Tcheered,happy
224.5627,156.53154,67.38645,350.12384,193.5923,1.2958221,-35.701538,0.09677419,0.5322581,3,233.95718383789062,101.37225061729676,186.71249389648438,0.31346938759088516,0.14777088643993938,0.20897959172725677,0.20897959172725677,4.739187,0.04927754,3.9356823,14.564451,14.515174,0.016496181,-7.5545917,0.3548387,6.0772266,0.037608717,5.5328474,21.399855,21.362246,1.2823353,0.094509296,2.182001E-5,0.1504991,0.7752092,0.7751874,0.019942092,0.19423375,9.861083E-6,0.66809857,3.5682657,3.568256,0.040984616,1.1399877,0.0020446929,1.4188926,5.8968062,5.8947616,0.240545,0.56172574,4.589234E-4,0.82092375,3.5032322,3.5027733,0.118527874,0.24242847,1.875812E-5,0.79478306,3.8601322,3.8601134,0.05115402,0.25681722,7.101787E-5,0.43718517,2.0584764,2.0584054,0.054190144,0.0677376,9.671175E-6,0.20154668,1.3176838,1.3176742,0.014293086,0301307P6Tmerry,happy
234.8061,126.45722,57.109913,285.88632,159.42911,22.65123,-136.37436,0.0625,0.20833333,2,277.74241638183594,11.517221806277556,16.287811279296875,0.13931973278522491,0.0,0.0,0.13931973278522491,2.5341783,0.0015476159,5.6609693,21.613392,21.611845,0.037070885,-12.439527,0.27083334,3.206882,0.0016166039,7.431207,28.886765,28.885147,1.2654524,0.12926959,1.4731748E-6,0.2237921,0.74369127,0.7436898,0.051010456,0.026997915,1.2694886E-6,0.03564435,0.12691705,0.12691578,0.010653518,0.95927984,8.994293E-5,2.530726,10.568973,10.568883,0.37853685,0.6525312,2.0912863E-5,1.559781,6.0439706,6.0439496,0.2574922,0.053832475,2.4934563E-6,0.068778515,0.25619254,0.25619003,0.021242576,0.48455304,4.116207E-6,0.8280151,2.8917222,2.8917181,0.19120717,0.034547802,1.0644925E-6,0.055335674,0.19077201,0.19077095,0.013632744,0301307R5Tmerry,happy
338.7964,96.47615,111.0269,563.9829,467.50677,0.4968872,-167.96371,0.25333333,0.6,3,442.7378438313802,105.66863132509803,193.72445678710938,0.31346938759088516,0.14777088643993938,0.20897959172725677,0.20897959172725677,5.476106,0.059172224,4.474795,16.865568,16.806396,0.0458681,-9.62103,0.46666667,6.9111805,0.09557093,6.0142055,25.136263,25.040691,1.2620611,0.07829724,1.276164E-4,0.104341954,0.49010062,0.489973,0.014297977,0.4101208,3.9571918E-5,1.0235323,4.5176697,4.51763,0.074892774,1.2104509,0.0074861785,1.5938332,7.182508,7.1750216,0.22104226,1.3237318,0.0022713616,2.3917258,12.689567,12.687295,0.24172865,0.21192217,6.624724E-5,0.46578565,2.5705884,2.570522,0.038699426,0.26369143,3.2366774E-4,0.46593082,2.4361377,2.435814,0.048153087,0.055482857,4.2306587E-5,0.08937921,0.4379922,0.43794987,0.010131808,0301307U1Tmerry,happy
323.55103,197.4371,77.13803,483.27124,285.83414,2.8632812,-232.33446,0.30612245,0.48979592,3,427.48265584309894,51.68442892714154,102.04058837890625,0.16253968328237534,0.09851392780553031,0.13931973278522491,0.09287981688976288,5.1906962,2.159157E-5,4.7826037,17.80773,17.807709,0.0013185618,-12.326282,0.42857143,7.081305,2.036103E-5,6.5124373,23.343855,23.343834,1.3642303,0.086533666,3.350858E-7,0.09847722,0.37656215,0.37656182,0.016670916,0.06273906,1.7992593E-7,0.28209853,1.8590735,1.8590733,0.012086829,2.147475,9.687492E-7,3.164886,16.93539,16.935389,0.41371617,0.48471156,1.3312952E-6,0.6288848,3.0205424,3.020541,0.09338084,0.07243284,2.5989016E-7,0.2546381,1.6914258,1.6914256,0.013954359,0.15729877,7.8401257E-7,0.17437463,0.67910385,0.6791031,0.030303983,0.034617018,2.0790579E-7,0.04918157,0.29058596,0.29058576,0.006669051,0301307U2Tmerry,happy
311.75558,109.68732,98.06126,379.09482,269.4075,5.6939697,-259.14014,0.16666667,0.33333334,3,373.32569376627606,5.127465984881456,9.806427001953125,0.08126984164118767,0.016418984455351008,0.02321995049715042,0.06965986639261246,5.361571,5.152052E-4,5.128407,17.545715,17.5452,0.26026118,-8.341789,0.30555555,7.328944,4.9076416E-4,7.442572,25.401175,25.400684,1.3669398,0.09689444,3.958906E-5,0.1909237,1.0264835,1.026444,0.018072026,0.09762052,1.1629411E-4,0.1910572,1.0194873,1.0193709,0.018207448,1.1527057,3.5121462E-5,1.6086097,7.435152,7.435117,0.21499401,0.45972803,5.0730847E-5,0.5713672,2.453617,2.4535663,0.08574503,0.1946848,2.283466E-4,0.3451875,1.8258815,1.8256531,0.03631115,0.2107333,2.86146E-5,0.2898361,1.4258415,1.4258128,0.039304394,0.080944076,1.4910531E-4,0.12393647,0.58731174,0.5871626,0.015097083,0301307U5Tmerry,happy
258.56924,208.48253,43.96832,426.69754,218.21501,0.18077087,-169.05182,0.21428572,0.6,5,309.6934539794922,83.0711547442801,204.27198791503906,0.1915646269917488,0.07671960797010954,0.16253967583179474,0.13931973278522491,4.213114,0.0015201084,2.7804441,11.856248,11.854728,0.016407967,-5.89582,0.3857143,5.011788,0.0016252398,3.4395638,16.08826,16.086636,1.1895686,0.4347469,6.5401705E-6,0.46512267,1.7160556,1.7160491,0.10318898,0.0782332,2.7068072E-6,0.14881015,1.1176271,1.1176244,0.018568974,1.5404464,1.5569264E-4,1.657997,5.9604917,5.9603357,0.36563134,1.1167824,6.185294E-5,1.0571109,4.6873097,4.6872478,0.26507294,0.1306829,5.248806E-6,0.10742234,0.3863292,0.38632396,0.031018127,0.7774906,2.2742466E-5,0.74833333,2.7545578,2.7545352,0.18454061,0.18478641,3.0861197E-6,0.19361572,0.72959507,0.72959197,0.04385982,0301307Z6Tmerry,happy
144.9415,98.38081,18.5019,181.64755,83.26674,1.5581512,-83.26674,0.071428575,0.25,2,176.71945190429688,6.969386685371609,9.856201171875,0.09287981688976288,0.0,0.0,0.09287981688976288,2.7568133,0.0015432712,2.9028332,18.427073,18.42553,7.632752E-4,-14.559883,0.4047619,3.215611,9.3546836E-4,3.3187551,17.786776,17.785841,1.1664232,0.2042394,1.2049122E-6,1.070105,8.740444,8.740443,0.074085325,0.49609166,7.2523636E-7,1.1251279,4.3299356,4.3299346,0.17995113,0.4957024,4.1446754E-5,0.6734003,3.799154,3.7991126,0.17980993,0.27433223,1.0380629E-5,0.39400315,1.626838,1.6268276,0.09951063,0.38481978,1.820043E-6,0.8733905,5.4080987,5.408097,0.13958862,0.13103345,2.5417246E-6,0.35411736,2.7865171,2.7865145,0.047530767,0.20729704,8.9617896E-7,1.0111551,8.336096,8.336095,0.07519444,0301501P3Tcomfortable,happy
167.23131,103.88065,95.57879,459.55206,355.67142,1.9434052,-323.65094,0.092307694,0.18461539,1,459.55206298828125,0.0,0.0,NaN,NaN,NaN,NaN,1.2082692,5.389041E-6,2.5337043,13.74794,13.747934,8.840407E-4,-4.2436466,0.32307693,1.5930831,5.2316436E-6,3.3762934,18.308352,18.308346,1.3184836,0.06471084,4.0378453E-7,0.17171355,0.9274139,0.92741346,0.05355664,0.025152583,1.3577862E-7,0.0548785,0.2460658,0.24606566,0.020817034,0.29159823,3.0085835E-7,0.6374823,3.272349,3.2723489,0.24133548,0.24476384,5.0939434E-7,0.71350914,4.210718,4.2107177,0.20257393,0.051875625,2.1242845E-7,0.13117065,0.72295165,0.7229514,0.04293383,0.11367918,4.411818E-7,0.34758702,1.5313345,1.531334,0.09408431,0.035381418,1.6840254E-7,0.09253486,0.57349586,0.5734957,0.029282726,0301501P5Tcomfortable,happy
242.86967,164.59793,40.5741,309.76093,145.163,0.16519165,-98.93796,0.1891892,0.3108108,3,279.9046325683594,26.507770231946424,50.625091552734375,0.16253968328237534,0.032837968910702016,0.04643990099430084,0.13931973278522491,4.122608,0.0036278556,5.013389,23.244265,23.240637,0.0031602383,-12.79333,0.3918919,5.404438,0.003489566,7.3314185,32.982815,32.979324,1.3109269,0.099722646,1.5829272E-4,0.16651726,0.74395764,0.7437993,0.024189213,0.2731704,0.0021682584,0.58751655,3.12204,3.1198719,0.06626155,0.99230343,8.480079E-5,1.6872748,8.050648,8.050563,0.24069797,0.26960158,1.5282739E-4,0.32091078,1.4431303,1.4429774,0.06539588,0.3620804,0.0014932662,0.68304425,2.6844876,2.6829944,0.08782799,0.13966012,1.2784211E-4,0.14983796,0.7137462,0.71361834,0.033876643,0.14007995,2.4476083E-4,0.34189954,1.848138,1.8478932,0.033978477,0301501R6Tcomfortable,happy
278.51077,109.09126,89.50585,481.07794,371.9867,8.990448,-237.09511,0.15384616,0.5641026,2,413.6321563720703,95.3827446107712,134.89157104492188,0.3250793516635895,0.0,0.0,0.3250793516635895,3.084406,7.019569E-4,4.4096575,14.69578,14.695078,0.19639952,-5.0524683,0.33333334,3.7121954,6.146527E-4,5.143416,17.27301,17.272396,1.2035366,0.07636417,1.0232619E-6,0.1172232,0.42619026,0.42618924,0.024758145,0.017897576,8.454238E-7,0.026484795,0.10826933,0.108268484,0.0058026006,1.3018413,9.679825E-5,2.1288288,7.861369,7.8612723,0.42207196,1.313583,1.9648927E-5,2.4385126,11.060127,11.060107,0.4258788,0.039031256,9.314269E-7,0.059330717,0.22987594,0.229875,0.012654384,0.25851953,3.0907731E-6,0.41418174,1.9395502,1.9395471,0.083815016,0.033505,5.0555127E-7,0.05532189,0.23856938,0.23856887,0.010862708,0301501U1Tcomfortable,happy
239.69308,181.09563,61.88852,458.50626,277.41064,2.1374207,-231.58925,0.18421052,0.47368422,6,292.7422383626302,110.6797346929558,259.8914489746094,0.16253968179225922,0.04643990844488156,0.09287981688976288,0.1160997748374939,2.2660491,1.5745477E-6,3.6143925,13.674157,13.674155,6.2803133E-7,-12.473311,0.4868421,2.9162397,1.5396789E-6,4.8631625,20.41419,20.414188,1.286927,0.10175376,1.714969E-7,0.3045301,2.3007553,2.300755,0.044903595,0.10299919,3.965853E-7,0.38922927,2.5084527,2.5084522,0.045453202,0.83641815,6.816879E-8,1.7793758,9.351938,9.351938,0.36910856,0.3721796,1.2241433E-7,0.88904065,5.042187,5.042187,0.16424163,0.08567954,2.4661097E-7,0.2066568,0.9866372,0.98663694,0.0378101,0.11951459,1.2553599E-7,0.243796,1.6922821,1.692282,0.052741393,0.052100137,1.8406597E-7,0.13638616,1.0098828,1.0098826,0.022991618,0301501U2Tcomfortable,happy
242.32013,221.64804,13.442622,261.90024,40.252197,1.2990265,-6.4923706,0.14705883,0.3529412,1,261.9002380371094,0.0,0.0,NaN,NaN,NaN,NaN,4.2646356,2.4186375E-4,3.6589763,12.0756235,12.075381,0.006391941,-6.603262,0.38235295,4.514147,2.3944279E-4,4.018177,14.058636,14.058396,1.0585071,0.033284355,2.4011348E-7,0.03555155,0.106406845,0.10640661,0.007804736,0.14542302,1.6285108E-7,0.41303453,1.9362648,1.9362646,0.034099754,1.1083761,1.7500108E-5,1.9023553,7.248659,7.2486415,0.25989938,0.43543944,3.9036418E-6,0.72337115,2.6926837,2.69268,0.10210472,0.048223514,2.2281797E-7,0.07855811,0.3441512,0.344151,0.011307769,0.11004047,6.2116806E-7,0.14705043,0.5250236,0.525023,0.025803018,0.01597853,1.1768554E-7,0.016760431,0.058944814,0.058944695,0.0037467517,0301501Z6Tcomfortable,happy
277.47415,180.1162,140.87952,533.81024,353.69403,15.766571,-311.72424,0.051282052,0.23076923,1,533.8102416992188,0.0,0.0,NaN,NaN,NaN,NaN,3.5449374,0.0012655793,7.8653264,39.60571,39.604443,0.17679714,-21.979773,0.33333334,4.789374,0.0014033144,11.511006,59.59882,59.597416,1.3510461,0.059338316,5.7961606E-6,0.1341173,0.76646817,0.7664624,0.01673889,0.024563642,5.0197837E-6,0.05890101,0.31779242,0.3177874,0.0069292174,1.5618267,2.1471312E-4,3.5612001,14.607876,14.607661,0.4405795,0.4682506,7.258029E-5,0.9411078,3.5599918,3.5599194,0.13208996,0.033349015,7.373368E-6,0.059836254,0.2771134,0.27710605,0.009407504,0.1549516,1.8272302E-5,0.25415048,1.2265633,1.2265451,0.043710675,0.025506716,3.6231843E-6,0.0572934,0.32578894,0.3257853,0.0071952515,0301601P4Tcontent,happy
198.29422,91.453964,70.076416,372.33804,280.8841,0.43763733,-182.79141,0.13157895,0.35526314,3,285.7513376871745,75.17913711754102,135.26145935058594,0.27863945066928864,0.032837979447414144,0.046439915895462036,0.2554194927215576,1.6141262,6.237872E-4,1.6314023,6.8120933,6.8114696,2.3786526E-4,-5.1053834,0.36842105,1.8915601,2.4885952E-4,2.0275996,8.738351,8.738102,1.1718787,0.21025552,7.578419E-6,0.574658,4.0820336,4.082026,0.13025965,0.052206136,2.1570634E-6,0.12280751,0.5713306,0.57132846,0.03234328,0.3896065,1.6273823E-5,0.570482,2.3562214,2.3562052,0.24137302,0.25514713,6.1214446E-6,0.3908367,2.0747008,2.0746946,0.15807137,0.11628423,5.774324E-6,0.28685638,1.3283639,1.3283582,0.07204159,0.14827469,3.7039067E-6,0.27615157,1.5085024,1.5084987,0.09186065,0.11929713,4.3843206E-6,0.31183973,2.0175385,2.0175343,0.07390818,0301601P5Tcontent,happy
177.14641,99.822136,17.80847,202.93842,103.11628,0.118392944,-15.25058,0.18644068,0.5254237,2,197.84336853027344,7.205484564185147,10.190093994140625,0.3482993245124817,0.0,0.0,0.3482993245124817,2.3184342,0.030572206,2.043588,7.815103,7.7845306,5.718544E-4,-3.5604143,0.33898306,2.3096879,0.028345896,2.2449133,9.585175,9.5568285,0.99622744,0.022180056,1.8249701E-4,0.058475338,0.3158341,0.3156516,0.009566826,0.057342622,1.4563739E-4,0.22008792,1.2993374,1.2991917,0.02473334,0.31996667,0.0043029976,0.4586856,1.9294087,1.9251057,0.13800982,0.08649172,0.0011272233,0.09112818,0.409922,0.4087948,0.037306093,0.09034634,2.452691E-4,0.37155163,2.3495457,2.3493004,0.038968686,0.023361297,3.428148E-4,0.03278329,0.16229525,0.16195244,0.010076325,0.042617034,2.444914E-4,0.16549054,0.8989606,0.8987161,0.018381817,0301601P6Tcontent,happy
89.24743,86.47059,1.8722049,92.0751,5.604515,1.6503296,-2.6869888,0.05357143,0.125,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9627203,0.002658435,2.443373,11.940648,11.937989,0.0032347874,-7.6921797,0.26785713,1.1594656,0.0018553868,3.0298862,14.756942,14.755086,1.204364,0.01200544,1.297745E-6,0.028621783,0.13859211,0.13859081,0.01247033,0.007021769,8.15548E-7,0.010019429,0.03412698,0.034126163,0.007293675,0.4271013,1.0343342E-4,1.4991573,7.973348,7.9732447,0.44364008,0.22103518,2.3002793E-5,0.72922975,3.3507648,3.3507419,0.2295944,0.0077691255,1.2531164E-6,0.015301761,0.06967899,0.06967774,0.008069972,0.036481075,3.8374415E-6,0.09891964,0.453008,0.45300415,0.037893742,0.0046013254,6.914455E-7,0.009649644,0.04533088,0.045330185,0.004779504,0301601R5Tcontent,happy
222.66609,140.00938,69.56077,467.94867,327.93927,0.046340942,-178.69897,0.2857143,0.5974026,4,271.42650604248047,137.52320505271024,311.6186218261719,0.31733936568101245,0.19334474850472563,0.3715192526578903,0.16253967583179474,5.188242,2.7567414E-6,5.8152924,20.88869,20.888689,0.036926255,-6.7871656,0.4025974,6.614706,2.4502847E-6,7.529336,26.288925,26.288923,1.2749417,0.03373106,1.4226927E-7,0.04086089,0.14496535,0.1449652,0.0065014428,0.056344707,3.3469516E-7,0.2629507,2.1298792,2.129879,0.010860077,2.772307,3.046339E-7,3.8086402,15.900379,15.900379,0.5343442,0.8669528,3.6268483E-7,1.2610668,4.1498203,4.14982,0.16709952,0.0687164,2.660004E-7,0.29292196,2.4014592,2.401459,0.01324464,0.11854623,1.3464748E-7,0.1541735,0.53480995,0.5348098,0.022849018,0.017895542,1.1211815E-7,0.03292485,0.22692387,0.22692375,0.0034492498,0301601U6Tcontent,happy
212.67319,126.409615,71.80657,635.85846,509.44885,0.17477417,-425.15002,0.24418604,0.74418604,7,295.71450587681363,154.843130993873,452.90057373046875,0.18575963750481606,0.12110046370392115,0.30185940116643906,0.06965986639261246,3.856325,2.0461341E-6,5.166492,19.92033,19.920328,9.517066E-8,-5.799161,0.3139535,4.9146914,1.9752692E-6,6.7849092,28.291063,28.291061,1.2744495,0.028364744,1.14686515E-7,0.050374348,0.3354251,0.335425,0.007355382,0.0099375425,4.186071E-7,0.016872814,0.08283914,0.08283872,0.0025769463,2.1989617,8.4059046E-8,3.4360545,12.0107355,12.0107355,0.57022214,0.7208011,1.6292597E-7,1.4507526,8.924903,8.924903,0.186914,0.018455565,3.717717E-7,0.0305973,0.16678256,0.16678219,0.004785791,0.10154624,1.0390692E-7,0.18176252,1.040044,1.0400438,0.026332388,0.010513125,1.3313831E-7,0.018089069,0.11620429,0.11620416,0.002726203,0301601V6Tcontent,happy
411.86984,203.882,107.555084,560.2602,356.37817,1.2316895,-279.87982,0.1590909,0.48863637,4,518.2183837890625,46.07728604610659,107.44219970703125,0.2321995496749878,0.046439915895462036,0.09287983179092407,0.18575963377952576,6.184963,3.7752861E-6,5.230214,21.56156,21.561556,3.5424082E-6,-11.143857,0.35227272,8.112805,3.936648E-6,7.128312,35.400864,35.40086,1.3116982,0.22594525,2.6847005E-7,0.4531391,2.9026241,2.902624,0.03653138,0.0341784,3.0872425E-7,0.04685066,0.28059995,0.28059965,0.005526047,2.3677864,8.7905903E-7,2.7786095,12.9010315,12.901031,0.38282952,1.5795302,1.2741134E-6,1.883467,7.4590464,7.459045,0.25538233,0.07813346,3.929024E-7,0.113567226,0.6398948,0.63989437,0.012632809,0.55838406,4.833117E-7,0.7741965,3.0834293,3.0834289,0.090280905,0.08733442,1.9297464E-7,0.17062242,1.0476035,1.0476032,0.014120443,0301701A6Tdelighted,happy
